rank	no	word	ph	pos	def	freq	years	yearList	topForms
3143	1337	founding	ˈfaundiŋ	n.	成立，建立	0	0		
3144	1338	fountain	ˈfaʊntɪn; (US) ˈfaʊntn	n.	喷泉	0	0		
3145	1344	fragile	ˈfrædʒaɪl; (US) ˈfrædʒl	adj.	易碎的，易损的	0	0		
3146	1345	fragrant	ˈfreɪɡrənt	adj.	香的，芳香的	0	0		
3147	1346	framework	ˈfreɪmwɜːk	n.	（建筑物）框架，结构	0	0		
3148	1343	franc	fræŋk	n.	法郎	0	0		
3149	1349	freeway	ˈfriːweɪ	n.	高速公路	0	0		
3150	1357	friction	ˈfrɪkʃ(ə)n	n.	摩擦	0	0		
3151	1358	fried	fraid	adj.	油煎的	0	0		
3152	1362	fright	fraɪt	n.	惊恐；恐吓	0	0		
3153	1364	frog	frɔɡ; (US) frɔːɡ	n.	青蛙	0	0		
3154	1984	from mouth to mouth	frɒm maʊθ tə maʊθ	adv.	口口相传；人传人地	0	0		from mouth to mouth:0
3155	1368	frost	frɔst; (US) frɔːst	n.	霜	0	0		
3156	1370	fruit juice	fruːt dʒuːs	n.	果汁	0	0		fruit juice:0
3157	1380	furnished	ˈfɜːnɪʃt	adj.	配备了家具的	0	0		
3158	1384	gale	ɡeɪl	n.	强风（约每小时60英里	0	0		
3159	1392	garlic	ˈɡɑːlɪk	n.	大蒜	0	0		
3160	1393	garment	ˈɡɑːmənt	n.	（一件）衣服	0	0		
3161	1397	gay	ɡeɪ	adj.	（男）同性恋的；快活的，愉快的	0	0		
3162	1404	geometry	dʒɪˈɑmɪtrɪ	n.	几何学	0	0		
3163	1407	gesture	ˈdʒestʃə(r)	n.	姿势，手势；get (got , got	0	0		
3164	1410	giraffe	dʒɪˈrɑːf; (US) dʒəˈræf	n.	长颈鹿	0	0		
3165	1414	glare	ɡleə(r)	v.	瞪眼,怒目而视,闪耀	0	0		
3166	1416	glasshouse	ˈɡlɑːshaʊs	n.	温室，暖房	0	0		
3167	1418	glory	ˈɡlɔːrɪ	n.	巨大的光荣; 荣誉;赞美	0	0		
3168	1420	glue	ɡluː	n.	胶水；go (went, gone	0	0		
3169	1422	goat	ɡəʊt	n.	山羊	0	0		
3170	1894	gold medal	ɡəʊld ˈmed(ə)l	n.	金牌	0	0		gold medal:0
3171	1426	goldfish	ˈɡəʊldfɪʃ	n.	金鱼	0	0		
3172	1428	goodness	ˈɡʊdnɪs	n.	善良，美德	0	0		
3173	1432	gown	ɡaʊn	n.	礼服，长外衣，睡衣	0	0		
3174	1441	grandchild	ˈgræntʃaɪld	n.	(外)孙或孙女.孙辈	0	0		
3175	1444	grandson	ˈɡrændsʌn	n.	（外）孙子	0	0		
3176	1447	graph	ɡrɑːf; (US) ɡræf	n.	图表，曲线图	0	0		
3177	1454	greedy	ˈɡriːdɪ	adj.	贪婪的	0	0		
3178	1457	greengrocer	ˈɡriːnɡrəʊsə(r)	n.	（英）蔬菜水果商	0	0		
3179	1461	grocer	ˈɡrəʊsə(r)	n.	零售商人；食品店	0	0		
3180	1465	gruel	ɡrʊəl	n.	粥	0	0		
3181	1473	guitar	ɡɪˈtɑː(r)	n.	吉他，六弦琴	0	0		
3182	1475	gymnastics	dʒɪmˈnæstɪks	n.	体操	0	0		
3183	1476	ha	hɑː	int.	哈(笑声	0	0		
3184	1482	ham	hæm	n.	火腿	0	0		
3185	1484	hammer	ˈhæmə(r)	n.	锤子，锣锤	0	0		
3186	1488	handkerchief	ˈhæŋkətʃɪf	n.	手帕	0	0		
3187	1490	handsome	ˈhænsəm	adj.	英俊的	0	0		
3188	1491	handtruck	ˈhændtrʌk	n.	手推运货车	0	0		
3189	1492	handwriting	ˈhændraɪtɪŋ	n.	书法	0	0		
3190	1493	handy	ˈhændɪ	adj. v.	便利的，顺手的 hang(hanged,hanged) v. 处（人）绞刑；上吊；hang (hung, hung	0	0		
3191	1501	hardworking	ˌhɑːdˈwɜːkɪŋ	adj.	努力工作的	0	0		
3192	1510	hawk	hɔːk	n.	鹰	0	0		
3193	1515	headline	ˈhedlaɪn	n.	（报刊的）大字标题	0	0		
3194	1516	headmaster	hedˈmɑːstə(r)	n.	（英）中小学校长	0	0		
3195	1517	headmistress	ˈhedˈmistrɪs	n.	女校长	0	0		
3196	1518	headteacher	ˌhedˈtiːtʃə(r)	n.	中小学班主任	0	0		
3197	1521	heap	hiːp	n. v.	堆 v. 堆起来；hear (heard, heard	0	0		
3198	1530	helicopter	ˈhelɪkɔptə(r)	n.	直升飞机	0	0		
3199	1535	hen	hen	n.	母鸡	0	0		
3200	1537	herb	hɜːb; (US) ɜːrb	n.	草药	0	0		
3201	1540	heroine	ˈherəʊɪn	n.	女英雄，女主角	0	0		
3202	1541	hers	hɜːz	pron.	她的	0	0		
3203	1544	hi	haɪ	int.	你好（表示打招呼、问候或唤起注 意	0	0		
3204	1545	hibernate	ˈhaɪbəneɪt	vi.	冬眠	0	0		
3205	1546	hibernation	haɪbə(r)ˈneɪʃn	n.	冬眠；hide (hid, hidden	0	0		
3206	1557	hive	haɪv	n.	蜂房；蜂箱	0	0		
3207	1563	homeland	ˈhəʊmlænd	n.	祖国	0	0		
3208	1569	hooray	hʊˈreɪ	int.	好哇！（欢呼声	0	0		
3209	1579	hot dog	hɔt- dɔɡ	n.	热狗(红肠面包	0	0		hot dog:0
3210	1587	howl	haʊl	vi.	嚎叫，嚎哭	0	0		
3211	1591	human being	ˈhjuːmən ˈbiːɪŋ	n.	人	0	0		human being:0
3212	1601	hydrogen	ˈhaɪdrədʒ(ə)n	n.	氢	0	0		
3213	1602	i	aɪ	pron.	我	0	0		
3214	1604	iceland	ˈaɪslənd	n.	* n. 冰岛	0	0		
3215	1608	idiom	ˈɪdɪəm	n.	习语，成语	0	0		
3216	1612	illegal	ɪˈliːɡ(ə)l	adj.	非法的	0	0		
3217	1630	incorrect	ɪnkəˈrekt	adj.	不正确的，错误的	0	0		
3218	1646	ink	ɪŋk	n.	墨水，油墨	0	0		
3219	1647	inland	ˈɪnlənd	adj.	内陆的；内地的	0	0		
3220	1648	inn	ɪn	n.	小旅店；小饭店	0	0		
3221	1649	innocent	ˈɪnəsənt	adj.	无辜的，清白的	0	0		
3222	1664	insure	ɪnˈʃʊə(r)	vt.	给……保险	0	0		
3223	1672	interpreter	ɪnˈtɜːprɪtə(r)	n.	翻译	0	0		
3224	1674	interval	ˈɪntəv(ə)l	n.	间歇；间隔	0	0		
3225	1687	irrigate	ˈɪrɪɡeɪt	vt.	灌溉	0	0		
3226	1701	jaw	dʒɔː	n.	下巴	0	0		
3227	1703	jeans	dʒiːns	n.	牛仔裤	0	0		
3228	1704	jeep	dʒiːp	n.	吉普车	0	0		
3229	1707	jewelry	ˈdʒuːəlrɪ	n.	（总称）珠宝	0	0		
3230	1709	jog	dʒɔɡ	v.	慢跑	0	0		
3231	1716	judgement	ˈdʒʌdʒmənt	n.	裁判	0	0		
3232	1722	jungle	ˈdʒʌŋɡ(ə)l	n.	丛林，密林	0	0		
3233	1723	junior	ˈdʒuːnɪə(r)	adj.	初级的；年少的	0	0		
3234	1725	junk mail	dʒʌŋk meɪl	n.	塞到邮箱的广告宣传品	0	0		junk mail:0
3235	1728	justice	ˈdʒʌstɪs	n.	正义；公正；司法	0	0		
3236	1729	kangaroo	kæŋɡəˈruː	n.	大袋鼠；keep (kept, kept	0	0		
3237	1731	kettle	ˈket(ə)l	n.	(烧水用的)水壶	0	0		
3238	1738	kilogram	ˈkɪləɡræm	n.	千克	0	0		
3239	3587	kind-hearted	ˌkaɪndˈhɑːtɪd	adj.	好心的	0	0		kind-hearted:0
3240	1753	ladder	ˈlædə(r)	n.	梯子	0	0		
3241	1756	lamb	læm	n.	羔羊	0	0		
3242	1757	lame	leɪm	adj.	跛的，瘸的，残废的	0	0		
3243	1761	lantern	ˈlæntən	n.	灯笼；提灯	0	0		
3244	1762	lap	læp	n.	(人坐时)膝部.(跑道的)一圈	0	0		
3245	1764	laser	ˈleɪzə(r)	n.	激光	0	0		
3246	1770	latter	ˈlætə(r)	n.	（两者之中的）后者	0	0		
3247	1772	laughter	ˈlɑːftə(r); (US) ˈlæftər	n.	笑； 笑声	0	0		
3248	1773	laundry	ˈlɔːndrɪ	n.	洗衣店;要洗的衣服	0	0		
3249	1774	lavatory	ˈlævətrɪ; (US) ˈlævətɔːrɪ	n.	便所，厕所	0	0		
3250	1780	league	liːɡ	n.	联盟，社团	0	0		
3251	1781	leak	liːk	vi.	漏； 渗；learn (learnt, learnt；--ed --ed	0	0		
3252	1784	leather	ˈleðə(r)	n.	皮革；leave (left, left	0	0		
3253	3589	left-handed	ˌleftˈhændɪd	adj.	惯用左手的	0	0		left-handed:0
3254	3590	left-wing	ˌleftˈwɪŋ	n. adj.	左翼（的）	0	0		left-wing:0
3255	1787	leftover	ˈleftˌəuvə	adj. n.	剩余,剩下的n.剩饭菜	0	0		
3256	1791	lemonade	leməˈneɪd	n.	柠檬水；lend (lent, lent	0	0		
3257	1797	liberate	ˈlɪbəreɪt	vt.	解放，使获自由	0	0		
3258	1796	liberty	ˈlɪbətɪ	n.	自由	0	0		
3259	1799	librarian	laɪˈbreərɪən	n.	图书管理员；（西方的）图书馆馆长	0	0		
3260	1806	lightning	ˈlaɪtnɪŋ	n.	闪电	0	0		
3261	1819	litter	ˈlɪtə(r)	v.	乱丢杂物；little (less, least	0	0		
3262	1833	lorry	ˈlɔrɪ; (US) ˈlɔːrɪ	n.	（英）运货汽车，卡车	0	0		
3263	1838	loudspeaker	laʊdˈspiːkə(r)	n.	扬声器，喇叭	0	0		
3264	1852	maid	meɪd	n.	女仆；侍女	0	0		
3265	1854	mailbox	ˈmeɪlbɒks	n.	邮筒；邮箱	0	0		
3266	1868	marble	ˈmɑːb(ə)l	n.	大理石；玻璃弹子	0	0		
3267	1875	mask	mɑːsk; (US) mæsk	n. v.	口罩；面罩(具)；遮盖物 v. 戴面具；掩饰；伪装	0	0		
3268	1878	mat	mæt	n.	垫子	0	0		
3269	1883	maximum	ˈmæksɪməm	adj. n.	最大量(的)； 最大限度(的	0	0		
3270	1893	medal	ˈmed(ə)l	n.	奖牌	0	0		
3271	1900	melon	ˈmelən	n.	（甜）瓜；瓜状物	0	0		
3272	1911	merciful	ˈmɜːsɪfʊl	adj.	仁慈的；宽大的	0	0		
3273	1912	mercy	ˈmɜːsɪ	n.	怜悯	0	0		
3274	1922	microcomputer	ˈmaɪkrəʊkəmpjuːtə(r)	n.	微机	0	0		
3275	1924	microwave	ˈmaɪkrəʊweɪv	n.	微波	0	0		
3276	3594	mid-autumn	ˌmɪdˈɔːtəm	n.	中秋	0	0		mid-autumn:0
3277	1925	midday	ˈmɪddeɪ	n.	中午, 正午	0	0		
3278	1937	minibus	ˈmɪnɪbʌs	n.	小型公共汽车	0	0		
3279	1939	miniskirt	ˈmɪnɪskɜːt	n.	超短裙	0	0		
3280	1942	minority	maɪˈnɔrɪtɪ; (US) -ˈnɔːr-	n.	少数；少数民族	0	0		
3281	1943	minus	ˈmaɪnəs	prep. adj.	负的，减去的	0	0		
3282	3595	Miss.	mɪs	n.	小姐（对未婚女子的称呼）	0	0		
3283	1947	missile	ˈmɪsaɪl	n.	导弹	0	0		
3284	1966	mop	mɔp	n. v.	/ v. 拖把 拖地	0	0		
3285	1970	moslem	ˈmɔzləm	n.	伊斯兰教徒,回教徒	0	0		
3286	1971	mosquito	məˈskiːtəʊ	n.	蚊子；most (much或many 的最高级	0	0		
3287	1973	motherland	ˈmʌðəlænd	n.	祖国	0	0		
3288	1976	motorbike	ˈməʊtəbaɪk	n.	摩托车	0	0		
3289	1977	motorcycle	ˈməʊtəsaikl	n.	摩托车	0	0		
3290	1978	motto	ˈmɔtəʊ	n.	箴言，格言；mountain(s	0	0		
3291	1980	mourn	mɔːn	vt.	哀痛； 哀悼；mouse (复mice	0	0		
3292	1981	moustache	məsˈtɑːʃ	n.	小胡子	0	0		
3293	1983	mouthful	ˈmaʊθfʊl	n.	满口，一口	0	0		
3294	3597	Ms.	mɪz	n.	女士（用在婚姻状况不明的女子姓名前）	0	0		
3295	1993	mushroom	ˈmʌʃrʊm	n.	蘑菇	0	0		
3296	1997	mustard	ˈmʌstəd	n.	芥末，芥子粉	0	0		
3297	1998	mutton	ˈmʌt(ə)n	n.	羊肉	0	0		
3298	2001	nail	neɪl	n.	钉，钉子	0	0		
3299	2006	nationality	næʃəˈnælətɪ	n.	国籍	0	0		
3300	2007	nationwide	ˈneɪʃ(ə)nwaɪd	adv.	全国范围内的,全国性的	0	0		
3301	2011	navy	ˈneɪvɪ	n.	海军	0	0		
3302	2019	necktie	ˈnektaɪ	n.	领带，领花	0	0		
3303	2021	needle	niːd(ə)l	n.	针	0	0		
3304	2024	nephew	ˈnefjuː	n.	侄子，外甥	0	0		
3305	2035	niece	niːs	n.	侄女，甥女	0	0		
3306	3598	night-club	ˈnaɪtklʌb	n.	夜总会	0	0		night-club:0
3307	2039	ninety	ˈnaɪntɪ	num.	九十	0	0		
3308	2040	ninth	naɪnθ	num.	第九	0	0		
3309	2042	noble	ˈnəʊb(ə)l	adj.	高贵的，贵族的	0	0		
3310	2046	noisily	ˈnɔɪzɪlɪ	adv.	喧闹地	0	0		
3311	3599	non-stop	ˌnɒnˈstɒp	adj. adv.	不停的；不断地	0	0		non-stop:0
3312	3600	non-violent	ˌnɒnˈvaɪələnt	adj.	非暴力的	0	0		non-violent:0
3313	2050	noon	nuːn	n.	中午，正午	0	0		
3314	2056	northwards	ˈnɔːθwədz	adv.	向北	0	0		
3315	2057	northwest	ˌnɔːθˈwest	n.	西北	0	0		
3316	2061	notebook	ˈnəʊtbʊk	n.	笔记簿	0	0		
3317	2090	offence	əˈfens	n.	违法行为，犯罪	0	0		
3318	2095	offshore	ˈɔfʃɔː(r); (US) ˈɔːf-	adj.	近海的	0	0		
3319	2099	oilfield	ˈɔɪlfiːld	n.	油田	0	0		
3320	2100	ok	əʊˈkeɪ	adv.	（口语）好,对,不错	0	0		
3321	2102	omelette	ˈɔmlɪt	n.	煎蛋卷；煎蛋饼	0	0		
3322	2107	onion	ˈʌnjən	n.	洋葱；洋葱头	0	0		
3323	2114	opera house	ˈɔpərə haʊs	n.	歌剧院,艺术剧院	0	0		opera house:0
3324	2134	Ottawa	ˈɔtəwə	n.	渥太华	0	0		
3325	2135	ouch	aʊtʃ	int.	（突然受痛时叫声）哎哟	0	0		
3326	2143	outer	ˈaʊtə(r)	adj.	外部的，外面的	0	0		
3327	2144	outgoing	ˈaʊtɡəʊɪŋ	adj.	爱交际的,外向的	0	0		
3328	2145	outing	ˈaʊtɪŋ	n.	郊游，远足	0	0		
3329	2146	outline	ˈaʊtlaɪn	n.	概述，略述	0	0		
3330	2147	output	ˈaʊtpʊt	n.	产量，输出量	0	0		
3331	2149	outspoken	aʊtˈspəʊkən	adj.	直率，坦诚	0	0		
3332	2151	oval	ˈəʊv(ə)l	n. adj.	椭圆；椭圆形的	0	0		
3333	2167	packet	ˈpækɪt	n.	小包裹，袋	0	0		
3334	2168	paddle	ˈpæd(ə)l	n.	桨状物，蹼	0	0		
3335	2181	panic	ˈpænɪk	adj. v.	/ v.惊慌,恐慌,惶恐不安	0	0		
3336	2187	pardon	ˈpɑːd(ə)n	n.	原谅,宽恕,对不起	0	0		
3337	2202	passive	ˈpæsɪv	adj.	被动的	0	0		
3338	2212	pea	piː	n.	豌豆	0	0		
3339	2216	pear	peə(r)	n.	梨子，梨树	0	0		
3340	2217	peasant	ˈpezənt	n.	农民；佃农	0	0		
3341	2218	pedestrian	pɪˈdestrɪən	n.	步行者，行人	0	0		
3342	3603	pen-friend	ˈpenfrend	n.	笔友	0	0		pen-friend:0
3343	2220	pencil	ˈpens(ə)l	n.	铅笔	0	0		
3344	2222	pension	ˈpenʃ(ə)n	n.	养老金	0	0		
3345	2243	pest	pest	n.	害虫	0	0		
3346	3606	phone-booth	ˈfəʊnbuːθ	n.	公用电话亭	0	0		phone-booth:0
3347	2250	physician	fɪˈzɪʃ(ə)n	n.	(有行医执照的)医生	0	0		
3348	2253	pianist	ˈfɪzɪks	n.	钢琴家	0	0		
3349	2258	pie	paɪ	n.	甜馅饼	0	0		
3350	2262	pill	pɪl	n.	药丸，药片	0	0		
3351	2267	pineapple	ˈpaɪnæp(ə)l	n.	菠萝	0	0		
3352	3607	ping-pong	ˈpɪŋpɒŋ	n.	乒乓球	0	0		ping-pong:0
3353	2269	pint	paɪnt	n.	（液量单位）品脱	0	0		
3354	2283	playroom	ˈpleɪruːm	n.	游戏室	0	0		
3355	2293	plug	plʌɡ	n. vt.	塞子 vt.（用塞子）把…塞住	0	0		
3356	2300	poisonous	ˈpɔɪzənəs	adj.	有毒的，致命的	0	0		
3357	2317	pork	pɔːk	n.	猪肉	0	0		
3358	2318	porridge	ˈpɔrɪdʒ; (US) ˈpɔːrɪdʒ	n.	稀饭，粥	0	0		
3359	2321	porter	ˈpɔːtə(r)	n.	（火车站或旅馆处的）搬运工	0	0		
3360	2329	postage	ˈpəʊstɪdʒ	n.	邮费	0	0		
3361	2330	postbox	ˈpəʊstbɔks	n.	邮箱	0	0		
3362	2332	postcode	ˈpəʊstkəʊd	n.	（英）邮政编码	0	0		
3363	2334	postman	ˈpəʊstmən	n.	邮递员	0	0		
3364	2345	prairie	ˈpreərɪ	n.	大草原	0	0		
3365	2350	precise	prɪˈsaɪs	adj.	准确,精确的,确切的	0	0		
3366	2353	preference	ˈprefərəns	n.	选择，趋向	0	0		
3367	2354	pregnant	ˈpreɡnənt	adj.	怀孕的	0	0		
3368	2359	prescription	prɪˈskrɪpʃ(ə)n	n.	处方，药方	0	0		
3369	2371	pride	praɪd	n.	自豪，骄傲	0	0		
3370	2380	prisoner	ˈprɪznə(r)	n.	囚犯	0	0		
3371	2382	privilege	ˈprɪvɪlɪdʒ	n.	特权，特殊待遇	0	0		
3372	2411	pub	pʌb	n.	酒店，酒吧	0	0		
3373	2413	publicly	ˈpʌblɪklɪ	adv.	当众；公开地	0	0		
3374	2416	pulse	pʌls	n.	脉搏，（光、能量、波等的）脉动，搏动	0	0		
3375	2419	punctuate	ˈpʌŋktjʊeɪt	v.	加标点	0	0		
3376	2420	punctuation	ˌpʌŋktʃuˈeɪʃn	n.	标点符号	0	0		
3377	2423	pupil	ˈpjuːpɪl	n.	（小）学生	0	0		
3378	2425	pure	pjʊə(r)	adj.	纯的, 不掺杂的	0	0		
3379	2428	purse	pɜːs	n.	钱包	0	0		
3380	2432	pyramid	ˈpɪrəmɪd	n.	角锥形，金字塔	0	0		
3381	2433	quake	kweɪk	n. v.	震动，颤抖	0	0		
3382	2442	queue	kjuː	n.	行列，长队	0	0		
3383	2448	quiz	kwɪz	n.	测验，小型考试	0	0		
3384	2449	rabbit	ˈræbɪt	n.	兔，家兔	0	0		
3385	2451	racial	ˈreɪʃ(ə)l	adj.	种族的	0	0		
3386	2452	radiation	reɪdɪˈeɪʃ(ə)n	n.	放射，放射物	0	0		
3387	2454	radioactive	reɪdɪəʊˈæktɪv	adj.	放射性的	0	0		
3388	2455	radium	ˈreɪdɪəm	n.	镭	0	0		
3389	2461	raincoat	ˈreɪnkəʊt	n.	雨衣	0	0		
3390	2473	raw	rɔː	adj.	生的,未煮过的,未加工的	0	0		
3391	2474	raw material	rɔː məˈtɪərɪəl	n.	原料	0	0		raw material:0
3392	2476	razor	ˈreɪzə(r)	n.	剃须刀	0	0		
3393	2487	receipt	rɪˈsiːt	n.	收据	0	0		
3394	2491	reception	rɪˈsepʃ(ə)n	n.	接待	0	0		
3395	2497	record holder	ˈrekɔːd ˈhəʊldə(r)	n.	记录保持者	0	0		record holder:0
3396	2502	rectangle	ˈrektæŋɡ(ə)l	n. adj.	长方形,长方形的	0	0		
3397	2507	referee	refəˈriː	n.	裁判，仲裁，调解员	0	0		
3398	2512	refreshments	rɪˈfreʃmənt	n.	点心，便餐；(会议后的)简单茶点招待	0	0		
3399	2514	refusal	rɪˈfjuːz(ə)l	n.	拒绝	0	0		
3400	2529	relay	ˈriːleɪ	n. v.	接力，接替人，中转 v. 接替，补充；转运	0	0		
3401	2533	religion	rɪˈlɪdʒən	n.	宗教	0	0		
3402	2562	resign	rɪˈzaɪn	v.	辞职	0	0		
3403	2563	resist	rɪˈzɪst	v.	抵抗；挡开	0	0		
3404	2569	restrict	rɪˈstrɪkt	v.	限制	0	0		
3405	2572	retell	riːˈtel	vt.	重讲，重复，复述	0	0		
3406	2575	reuse	riːˈjuːz	vt.	重新使用；循环使用	0	0		
3407	2577	reviewer	rɪˈvjuːə(r)	n.	评论者；书评家	0	0		
3408	2578	revision	rɪˈvɪʒ(ə)n	n.	复习，温习	0	0		
3409	2581	rewind	riːˈwaɪnd	v.	回转（磁带等	0	0		
3410	2582	rewrite	riːˈraɪt	vt.	重写	0	0		
3411	2583	rhyme	raɪm	n. v.	/ v. 押韵	0	0		
3412	2586	riddle	ˈrɪd(ə)l	n.	谜(语	0	0		
3413	3609	right-handed	ˌraɪtˈhændɪd	adj.	惯用右手的	0	0		right-handed:0
3414	3610	right-wing	ˌraɪtˈwɪŋ	n. adj.	右翼（的）	0	0		right-wing:0
3415	2589	rigid	ˈrɪdʒɪd	adj.	死板的,僵硬的,固执的	0	0		
3416	3611	ring-road	ˈrɪŋrəʊd	n.	环形公路	0	0		ring-road:0
3417	2595	roast	rəʊst	v.	烤（肉	0	0		
3418	2596	rob	rɔb	v.	抢夺，抢劫	0	0		
3419	2599	rocket	rɒkit	n.	火箭	0	0		
3420	2602	roller	ˈrəʊlə(r)	n.	滚筒； 辊	0	0		
3421	2605	rooster	ˈruːstə(r)	n.	(美)公鸡	0	0		
3422	2609	rot	rɔt	vi.	烂； 腐败	0	0		
3423	2619	rugby	ˈrʌɡbɪ	n.	（英）橄榄球	0	0		
3424	2631	sadness	ˈsædnɪs	n.	悲哀，忧伤	0	0		
3425	2636	sailor	ˈseɪlə(r)	n.	水手，海员	0	0		
3426	2640	salesgirl	ˈseɪlzɡɜːl	n.	女售货员	0	0		
3427	2641	salesman	ˈseɪlzmən	n.	男售货员	0	0		
3428	2642	saleswoman	seɪlz‚wʊmən	n.	女售货员	0	0		
3429	2645	salute	səˈluːt	v. n.	敬礼	0	0		
3430	2653	sauce	sɔːs	n.	酱汁； 调味汁	0	0		
3431	2654	saucer	ˈsɔːsə(r)	n.	茶碟，茶托，小圆盘	0	0		
3432	2655	sausage	ˈsɔsɪdʒ; (US) ˈsɔːsɪdʒ	n.	香肠，腊肠	0	0		
3433	2656	savage	ˈsævɪdʒ	n.	野蛮人，未开化的人	0	0		
3434	2668	scholarship	ˈskɔləʃɪp	n.	奖学金	0	0		
3435	2669	schoolbag	ˈskuːlbæɡ	n.	书包	0	0		
3436	2670	schoolmate	ˈskuːlmeɪt	n.	同校同学	0	0		
3437	2674	scissors	ˈsɪzəz	n.	剪刀，剪子	0	0		
3438	2675	scold	skəʊld	vt.	责骂	0	0		
3439	2680	scratch	krætʃ	v. n.	/ n. 划破，划痕，划伤	0	0		
3440	2687	seaman	ˈsiːmən	n.	水手； 海员	0	0		
3441	2689	seashell	ˈsiːʃel	n.	海贝	0	0		
3442	2693	seaweed	ˈsiːwiːd	n.	海草,海藻,海带	0	0		
3443	2695	secondhand	ˈsekəndˈhænd	n.	二手货; 旧货	0	0		
3444	3613	see-saw	ˈsiːsɔː	n.	跷跷板（游戏）	0	0		see-saw:0
3445	3614	self-service	ˌselfˈsɜːvɪs	n.	自助；自我服务	0	0		self-service:0
3446	2708	semicircle	ˈsemɪsɜːk(ə)l	n.	半圆；send (sent, sent	0	0		
3447	2714	separately	ˈsepərətlɪ	adv.	单独地，各自地	0	0		
3448	2718	servant	ˈsɜːvənt	n.	仆人，佣人	0	0		
3449	2728	seventy	ˈsevəntɪ	num.	七十	0	0		
3450	2732	shabby	ˈʃæbɪ	adj.	破旧,破烂,衣衫褴褛的	0	0		
3451	3618	shall	ʃæl, ʃ(ə)l	modal v.	（表示将来）将要，会；……好吗	0	0		
3452	2740	shark	ʃɑːk	n.	鲨鱼	0	0		
3453	2743	sharpener	ˈʃɑːpənə(r)	n.	削尖用的器具	0	0		
3454	2744	shaver	ˈʃeɪvə(r)	n.	电动剃须刀	0	0		
3455	2756	shop assistant	ʃɔp əˈsɪst(ə)nt	n.	(英) 售货员	0	0		shop assistant:0
3456	2764	short wave	ʃɔːt	n.	[医] 短波	0	0		short wave:0
3457	2775	sideway	ˈsaɪdweɪz	n.	岔路，旁路	0	0		
3458	2776	sideways	ˈsaɪdweɪz	adv.	斜向一边的	0	0		
3459	2782	signature	ˈsɪɡnətʃə(r)	n.	签名	0	0		
3460	2794	sincerely	sɪnˈsɪrlɪ /-ˈsɪəl-	adv.	真诚地；sing (sang, sung	0	0		
3461	2804	sixteen	ˈsɪkstɪ	num.	十六	0	0		
3462	2805	sixteenth	sɪksˈtiːnθ	num.	第十六	0	0		
3463	2812	skillful	ˈskɪlf(ə)l	adj.	熟练,精湛的,灵巧的	0	0		
3464	2816	skipping	skɪpɪŋ		rope （跳绳用）绳	0	0		
3465	2817	skirt	skɜːt	n.	女裙	0	0		
3466	2819	skyscraper	ˈskaɪskreɪpə(r)	n.	摩天楼	0	0		
3467	2821	slavery	ˈsleɪvərɪ	n.	奴隶制度	0	0		
3468	3620	smoke-free	ˌsməʊkˈfriː	adj.	无烟的，非吸烟的	0	0		smoke-free:0
3469	2837	smoker	ˈsməʊkə(r)	n.	吸烟者	0	0		
3470	2841	snack bar	snæk bɑː	n.	快餐店	0	0		snack bar:0
3471	2842	snake	sneɪk	n. v.	蛇v.蛇般爬行;蜿蜒行进	0	0		
3472	2843	snatch	sneɪk	v.	夺，夺得，夺走	0	0		
3473	2844	sneaker	sneɪk	n.	（复）轻便运动鞋（美	0	0		
3474	2845	sneeze	sneɪk	v.	打喷嚏	0	0		
3475	2846	sniff	snɪf	v.	抽鼻子（哭,患感冒时	0	0		
3476	2848	snowball	ˈsnəʊbɔːl	n.	雪球	0	0		
3477	2849	snowman	ˈsnəʊmæn	n.	雪人	0	0		
3478	2850	snowy	ˈsnəʊɪ	adj.	雪(白)的；下雪的；多(积)雪的	0	0		
3479	3621	so-so	ˌsəʊˈsəʊ	adj.	一般般的；凑合的	0	0		so-so:0
3480	2852	soap	səʊp	n.	肥皂	0	0		
3481	2856	socialism	ˈsəʊʃəlɪz(ə)m	n.	社会主义	0	0		
3482	2857	socialist	ˈsəʊʃəlɪst	adj.	社会主义的	0	0		
3483	2860	socket	ˈsɔkɪt	n.	（电源）插座	0	0		
3484	2863	soft drink	sɔft drɪŋk	n.	(不含酒精)清凉饮料	0	0		soft drink:0
3485	2881	soul	səʊl	n.	灵魂；心灵；气魄	0	0		
3486	2884	sour	ˈsaʊə(r)	adj.	酸的，馊的	0	0		
3487	2889	souvenirs	suːvəˈnɪə(r); (US) ˈsuːvənɪər	n.	旅游纪念品,纪念物；sow (sowed, sown 或-ed	0	0		
3488	2891	spaceship	ˈspeɪsʃɪp	n.	宇宙飞船	0	0		
3489	2892	spade	speɪd	n.	铲子;纸牌中的黑桃	0	0		
3490	3622	spaghetti	spəˈɡeti	n.	意大利面条	0	0		
3491	2897	spear	spɪə(r)	n.	矛，枪，梭镖	0	0		
3492	2905	spin	spɪn	v. n.	纺，（使）快速旋转；旋转，旋转运动	0	0		
3493	2908	spit	spɪt	v.	吐唾沫；吐痰	0	0		
3494	2914	spoonful	ˈspuːnfʊl	n.	一匙（的量	0	0		
3495	2920	spy	spaɪ	n. v.	密探,间谍 v.侦探,刺探	0	0		
3496	2923	squid	skwɪd	n.	鱿鱼	0	0		
3497	2924	squirrel	ˈskwɪr(ə)l; (US) ˈskwɜːrəl	n.	松鼠	0	0		
